,Numéro de mesure,Longitude,Latitude,Position,Insee,Adresse,Complément,Code postal,Commune,Date de mesure,Mesure réalisée,Rapport,Conformité de la mesure,Niveau_global,Type d'environnement,Laboratoire,target
422,133946,3.8302400000000003,43.58041,"03° 49' 48.85'' Est, 43° 34' 49.49'' Nord",34270,Rue de la Cadorque,,34430,SAINT-JEAN-DE-VEDAS,21/12/2017,En extérieur,R_SO5446_1_1PUB.pdf,Oui,0.57,Rue / Route / Parking,EXEM,1
423,133949,3.82562,43.58202,"03° 49' 32.25'' Est, 43° 34' 55.25'' Nord",34270,Rue des Hauts de Saint Jean,,34430,SAINT-JEAN-DE-VEDAS,21/12/2017,En extérieur,R_SO5446_1_3PUB.pdf,Oui,0.48,Rue / Route / Parking,EXEM,1
424,133958,3.82734,43.58132,"03° 49' 38.43'' Est, 43° 34' 52.76'' Nord",34270,Rue du Pioch,,34430,SAINT-JEAN-DE-VEDAS,21/12/2017,En extérieur,R_SO5446_1_2PUB.pdf,Oui,1.1,Rue / Route / Parking,EXEM,1
425,133996,4.06159,43.56273,"04° 03' 41.74'' Est, 43° 33' 45.83'' Nord",34344,349 Allée des Cypres,,34280,LA GRANDE-MOTTE,14/12/2017,En extérieur,R_SO5520_1_1PUB.pdf,Oui,2.14,Divers,EXEM,1
426,134050,3.28395,43.31445,"03° 17' 02.21'' Est, 43° 18' 52.00'' Nord",34336,Rue des Mimosas,,34420,VILLENEUVE-LES-BEZIERS,22/12/2017,En extérieur,R_SO5522_1_3PUB.pdf,Oui,0.16,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM,1
427,134070,3.2846599999999997,43.31516,"03° 17' 04.76'' Est, 43° 18' 54.59'' Nord",34336,Rue des Lilas,,34420,VILLENEUVE-LES-BEZIERS,22/12/2017,En extérieur,R_SO5522_1_2PUB.pdf,Oui,0.2,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM,1
428,134073,3.28401,43.31512,"03° 17' 02.44'' Est, 43° 18' 54.45'' Nord",34336,Rue des Lilas,,34420,VILLENEUVE-LES-BEZIERS,22/12/2017,En extérieur,R_SO5522_1_1PUB.pdf,Oui,0.17,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM,1
429,134354,3.2841199999999997,43.315220000000004,"03° 17' 02.82'' Est, 43° 18' 54.78'' Nord",34336,Rue des Lilas,,34420,VILLENEUVE-LES-BEZIERS,09/02/2018,En extérieur,R_SO5612_1_1PUB.pdf,Oui,0.12,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM,1
430,134612,3.69881,43.407059999999994,"03° 41' 55.71'' Est, 43° 24' 25.41'' Nord",34301,Avenue Victor Hugo,,34200,SETE,23/02/2018,En extérieur,R_SO5696_1_1PUB.pdf,Oui,0.22,Rue / Route / Parking,EXEM,1
431,134813,3.9286,43.68285,"03° 55' 42.96'' Est, 43° 40' 58.25'' Nord",34309,Rue des Ecoles,,34820,TEYRAN,12/03/2018,En extérieur,R_SO5707_1_1PUB.pdf,Oui,0.21,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM,1
432,135122,3.8490599999999997,43.60709,"03° 50' 56.60'' Est, 43° 36' 25.52'' Nord",34172,12 Rue des Renoncules,,34070,MONTPELLIER,27/03/2018,En extérieur,R_SO5934_1_3PUB.pdf,Oui,0.19,Lieu d'habitation,EXEM,1
433,135895,3.2319299999999997,43.353640000000006,"03° 13' 54.96'' Est, 43° 21' 13.11'' Nord",34032,1 Rue du Roussillon,,34500,BEZIERS,17/05/2018,En extérieur,R_SO6143_1_1PUB.pdf,Oui,0.21,Lieu d'habitation,EXEM,1
434,136394,3.8255,43.60564,"03° 49' 31.78'' Est, 43° 36' 20.29'' Nord",34172,660 Rue de Grèzes,,34070,MONTPELLIER,27/06/2018,En extérieur,R_SO6412_1_1PUB.pdf,Oui,2.64,Lieu d'habitation,EXEM,1
435,136412,3.89624,43.59913,"03° 53' 46.47'' Est, 43° 35' 56.85'' Nord",34172,1 Place Georges Frêche,,34000,MONTPELLIER,28/03/2018,En extérieur,R_SO6032_1_1PUB.pdf,Oui,5.35,Rue / Route / Parking,EXEM,1
436,137021,3.14541,43.33249,"03° 08' 43.47'' Est, 43° 19' 56.96'' Nord",34161,280 Chemin de Bonne Vigne,,34310,MONTADY,30/07/2018,En extérieur,R_SO6547_1_1PUB.pdf,Oui,0.97,Lieu d'habitation,EXEM,1
437,137091,3.99945,43.55079,"03° 59' 58.03'' Est, 43° 33' 02.84'' Nord",34154,377 Avenue Grassion Cibrand Carnon,,34130,MAUGUIO,30/07/2018,En extérieur,R_SO6497_5_1PUB.pdf,Oui,1.77,Lieu d'habitation,EXEM,1
438,137179,3.66961,43.70702,"03° 40' 10.58'' Est, 43° 42' 25.27'' Nord",34012,Mas de Prax,,34380,ARGELLIERS,31/07/2018,En extérieur,R_SO6546_6_1PUB.pdf,Oui,0.23,Lieu d'habitation,EXEM,1
439,150206,4.1003300000000005,43.56344,"04° 06' 01.17'' Est, 43° 33' 48.38'' Nord",34344,382 Rue Saint-Louis,,34280,LA GRANDE-MOTTE,19/10/2018,En extérieur,R_SO6697_5_1PUB.pdf,Oui,1.29,Divers,EXEM,1
440,150215,2.87792,43.56107,"02° 52' 40.53'' Est, 43° 33' 39.84'' Nord",34291,Les Campasses,,34390,SAINT-VINCENT-D'OLARGUES,23/10/2018,En extérieur,R_SO6697_6_1PUB.pdf,Oui,0.21,Lieu d'habitation,EXEM,1
441,150320,3.59395,43.43482,"03° 35' 38.21'' Est, 43° 26' 05.34'' Nord",34157,821 Chemin du Romany,,34140,MEZE,12/11/2018,En extérieur,R_SO6773_1_1PUB.pdf,Oui,0.53,Lieu d'habitation,EXEM,1
442,150355,3.4260800000000002,43.306709999999995,"03° 25' 33.90'' Est, 43° 18' 24.15'' Nord",34332,Chemin de la Croix de Fer,,34450,VIAS,19/10/2018,En extérieur,R_SO6749_1_1PUB.pdf,Oui,0.51,Divers,EXEM,1
443,150427,4.02361,43.72887,"04° 01' 25.01'' Est, 43° 43' 43.94'' Nord",34027,Rue des Ecolières,,34160,BEAULIEU,12/11/2018,En extérieur,R_SO6819_1_1PUB.pdf,Oui,0.36,Rue / Route / Parking,EXEM,1
444,150639,3.89109,43.6176,"03° 53' 27.93'' Est, 43° 37' 03.36'' Nord",34172,51 Boulevard Ernest Renan,,34000,MONTPELLIER,11/12/2018,En extérieur,R_SO6889_1_1PUB.pdf,Oui,0.92,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM,1
445,150931,3.75005,43.45343,"03° 45' 00.18'' Est, 43° 27' 12.33'' Nord",34108,1 Rue des Rossignols,,34110,FRONTIGNAN,10/01/2019,En extérieur,R_SO6889_1_2PUB.pdf,Oui,3.25,Lieu d'habitation,EXEM,1
446,151419,3.84743,43.62265,"03° 50' 50.73'' Est, 43° 37' 21.53'' Nord",34172,179 Rue du Fesquet,,34080,MONTPELLIER,15/02/2019,En extérieur,R_SO6901_1_1PUB.pdf,Oui,9.1,Lieu d'habitation,EXEM,0
447,151670,3.9363900000000003,43.64046,"03° 56' 11.00'' Est, 43° 38' 25.66'' Nord",34090,Rue des pointes,,34920,LE CRES,27/02/2019,En extérieur,R_SO7089_1_2PUB.pdf,Oui,2.04,Divers,EXEM,1
448,151678,3.69001,43.40915,"03° 41' 24.04'' Est, 43° 24' 32.93'' Nord",34301,12 Rue Jean Moulin,,34200,SETE,27/02/2019,En extérieur,R_SO7089_2_1PUB.pdf,Oui,0.75,Lieu d'habitation,EXEM,1
449,151692,3.30536,43.43292,"03° 18' 19.30'' Est, 43° 25' 58.49'' Nord",34300,10 Rue Michel Ange,,34290,SERVIAN,02/02/2019,En extérieur,R_SO7089_1_4PUB.pdf,Oui,0.82,Lieu d'habitation,EXEM,1
450,151700,3.5202199999999997,43.35743,"03° 31' 12.78'' Est, 43° 21' 26.74'' Nord",34150,15 Avenue de l'industrie,,34340,MARSEILLAN,27/02/2019,En extérieur,R_SO7089_2_2PUB.pdf,Oui,0.86,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM,1
451,151778,3.2961300000000002,43.44832,"03° 17' 46.08'' Est, 43° 26' 53.94'' Nord",34001,3 Boulevard Emile Zola,,34290,ABEILHAN,27/02/2019,En extérieur,R_SO7171_1_2PUB.pdf,Oui,0.32,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM,1
452,152110,3.7980099999999997,43.448479999999996,"03° 47' 52.83'' Est, 43° 26' 54.52'' Nord",34108,50 Rue du Rivage,,34110,FRONTIGNAN,14/03/2019,En extérieur,R_SO7170_1_1PUB.pdf,Oui,0.21,Lieu d'habitation,EXEM,1
453,152114,3.4653699999999996,43.29502,"03° 27' 55.34'' Est, 43° 17' 42.07'' Nord",34003,Impasse Posidonia,,34300,AGDE,15/03/2019,En extérieur,R_SO7381_1_1PUB.pdf,Oui,2.38,Locaux professionnels non accessibles au public,EXEM,1
454,152801,3.8688300000000004,43.60445,"03° 52' 07.77'' Est, 43° 36' 16.01'' Nord",34172,24 Rue Chaptal,,34000,MONTPELLIER,17/04/2019,En extérieur,R_SO7420_1_1PUB.pdf,Oui,5.07,Divers,EXEM,1
455,152830,3.87687,43.61651,"03° 52' 36.71'' Est, 43° 36' 59.44'' Nord",34172,4 Rue Jeanne Jugan,,34000,MONTPELLIER,16/04/2019,En extérieur,R_SO7252_1_1PUB.pdf,Oui,0.5,Lieu d'habitation,EXEM,1
456,153354,3.69394,43.64504,"03° 41' 38.18'' Est, 43° 38' 42.15'' Nord",34163,8 Rue de la Castelle,,34570,MONTARNAUD,29/05/2019,En extérieur,R_SO7723_1_2PUB.pdf,Oui,0.4,Lieu d'habitation,EXEM,1
457,153641,3.8924,43.594640000000005,"03° 53' 32.64'' Est, 43° 35' 40.69'' Nord",34172,1003 Rue de Centrayrargues,,34070,MONTPELLIER,01/07/2019,En extérieur,R_SO7976_1_1PUB.pdf,Oui,0.57,Lieu d'habitation,EXEM,1
458,153649,4.12009,43.68012,"04° 07' 12.32'' Est, 43° 40' 48.42'' Nord",34145,201 Route de Restinclières,,34400,LUNEL,02/07/2019,En extérieur,R_SO7991_1_1PUB.pdf,Oui,0.59,Lieu d'habitation,EXEM,1
459,153675,3.75702,43.46604,"03° 45' 25.29'' Est, 43° 27' 57.75'' Nord",34108,La Peyrière,,34110,FRONTIGNAN,08/07/2019,En extérieur,R_SO8025_1_2PUB.pdf,Oui,0.27,Divers,EXEM,1
460,154212,3.89161,43.65148,"03° 53' 29.78'' Est, 43° 39' 05.32'' Nord",34077,13 Rue des Peupliers,,34830,CLAPIERS,20/08/2019,En extérieur,R_SO8151_1_3PUB.pdf,Oui,0.61,Lieu d'habitation,EXEM,1
461,154213,3.89828,43.60082,"03° 53' 53.81'' Est, 43° 36' 02.95'' Nord",34172,245 Avenue Marie de Montpellier,,34000,MONTPELLIER,20/08/2019,En extérieur,R_SO8151_1_2PUB.pdf,Oui,2.98,Lieu d'habitation,EXEM,1
462,154234,3.98576,43.67804,"03° 59' 08.75'' Est, 43° 40' 40.93'' Nord",34058,Place Emile Granier,,34160,CASTRIES,21/08/2019,En extérieur,R_SO8166_3_2PUB.pdf,Oui,0.25,Rue / Route / Parking,EXEM,1
463,154366,3.8005199999999997,43.44737,"03° 48' 01.87'' Est, 43° 26' 50.54'' Nord",34108,19 Impasse des Coquilles,,34110,FRONTIGNAN,05/09/2019,En extérieur,R_SO8151_1_1PUB.pdf,Oui,0.46,Lieu d'habitation,EXEM,1
464,154437,3.848,43.622370000000004,"03° 50' 52.79'' Est, 43° 37' 20.53'' Nord",34172,179 Rue du Fesquet,,34080,MONTPELLIER,24/09/2019,En extérieur,R_SO8286_1_1PUB.pdf,Oui,2.89,Lieu d'habitation,EXEM,1
465,154696,3.9287300000000003,43.683,"03° 55' 43.42'' Est, 43° 40' 58.81'' Nord",34309,Rue des Ecoles,,34820,TEYRAN,24/09/2019,En extérieur,R_SO8290_1_1PUB.pdf,Oui,0.36,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM,1
466,155124,3.8800199999999996,43.758340000000004,"03° 52' 48.07'' Est, 43° 45' 30.02'' Nord",34276,28 Rue des Erables,,34270,SAINT-MATHIEU-DE-TREVIERS,06/11/2019,En extérieur,R_SO8451_1_1PUB.pdf,Oui,1.33,Lieu d'habitation,EXEM,1
467,155141,4.03022,43.70026,"04° 01' 48.80'' Est, 43° 42' 00.92'' Nord",34256,Avenue de Beaulieu,,34160,SAINT-GENIES-DES-MOURGUES,06/11/2019,En extérieur,R_SO8451_1_2PUB.pdf,Oui,0.47,Rue / Route / Parking,EXEM,1
468,155158,3.3127,43.74129,"03° 18' 45.72'' Est, 43° 44' 28.64'' Nord",34142,319 Route de Mayres,,34700,LODEVE,12/11/2019,En extérieur,R_SO8551_1_1PUB.pdf,Oui,1.72,Lieu d'habitation,EXEM,1
469,155165,3.89414,43.60187,"03° 53' 38.90'' Est, 43° 36' 06.73'' Nord",34172,63 Rue de la Constituante,,34070,MONTPELLIER,06/11/2019,En extérieur,R_SO8551_2_1PUB.pdf,Oui,0.49,Lieu d'habitation,EXEM,1
470,155851,3.4260599999999997,43.30675,"03° 25' 33.82'' Est, 43° 18' 24.29'' Nord",34332,Chemin de la Croix de Fer,,34450,VIAS,10/12/2019,En extérieur,R_SO8734_2_1PUB.pdf,Oui,0.33,Rue / Route / Parking,EXEM,1
471,156241,3.49859,43.47594,"03° 29' 54.92'' Est, 43° 28' 33.37'' Nord",34162,domaine de Savignac Ouest,,34530,MONTAGNAC,24/01/2020,En extérieur,R_SO8827_3_1PUB.pdf,Oui,0.61,Lieu d'habitation,EXEM,1
472,156270,3.8766300000000005,43.59865,"03° 52' 35.86'' Est, 43° 35' 55.15'' Nord",34172,11 Impasse des Marscals,,34000,MONTPELLIER,24/01/2020,En extérieur,R_SO8827_3_2PUB.pdf,Oui,1.1,Lieu d'habitation,EXEM,1
473,156591,3.90444,43.60255,"03° 54' 15.98'' Est, 43° 36' 09.19'' Nord",34172,282 Avenue du Mondial 98,,34000,MONTPELLIER,12/02/2020,En extérieur,R_SO8919_3_1PUB.pdf,Oui,4.45,Lieu d'habitation,EXEM,1
474,157036,3.5274099999999997,43.35941,"03° 31' 38.66'' Est, 43° 21' 33.87'' Nord",34150,1 Chemin Ancien de Montpellier,,34340,MARSEILLAN,24/12/2019,En extérieur,R_SO8603_2_1PUB.pdf,Oui,0.1,Rue / Route / Parking,EXEM,1
475,157443,3.6959800000000005,43.40149,"03° 41' 45.52'' Est, 43° 24' 05.35'' Nord",34301,7 Rue Paul Valery,,34200,SETE,24/04/2020,En extérieur,R_SO9120_13_6PUB.pdf,Oui,0.25,Rue / Route / Parking,EXEM,1
476,157453,4.08606,43.560190000000006,"04° 05' 09.80'' Est, 43° 33' 36.68'' Nord",34344,Place du 1er Octobre 1974,,34280,LA GRANDE-MOTTE,23/04/2020,En extérieur,R_SO9120_13_12PUB.pdf,Oui,0.45,Rue / Route / Parking,EXEM,1
477,157458,4.01295,43.660740000000004,"04° 00' 46.62'' Est, 43° 39' 38.66'' Nord",34022,Place du 14 juillet,,34670,BAILLARGUES,22/04/2020,En extérieur,R_SO9120_13_2PUB.pdf,Oui,0.07,Rue / Route / Parking,EXEM,1
478,157509,3.2936699999999997,43.24727,"03° 17' 37.20'' Est, 43° 14' 50.16'' Nord",34324,Allée Charles de Gaulle,,34350,VALRAS-PLAGE,24/04/2020,En extérieur,R_SO9120_13_15PUB.pdf,Oui,0.62,Rue / Route / Parking,EXEM,1
479,157674,4.062130000000001,43.66738,"04° 03' 43.67'' Est, 43° 40' 02.58'' Nord",34321,Place de l'Horloge,,34130,VALERGUES,22/04/2020,En extérieur,R_SO9120_13_10PUB.pdf,Oui,0.09,Rue / Route / Parking,EXEM,1
480,157712,3.40731,43.42065,"03° 24' 26.31'' Est, 43° 25' 14.34'' Nord",34182,Hôtel de Ville,,34120,NEZIGNAN-L'EVEQUE,24/04/2020,En extérieur,R_SO9120_13_3PUB.pdf,Oui,0.11,Rue / Route / Parking,EXEM,1
481,157759,3.89761,43.63285,"03° 53' 51.41'' Est, 43° 37' 58.27'' Nord",34057,2 Rue de la crouzette,,34170,CASTELNAU-LE-LEZ,23/04/2020,En extérieur,R_SO9120_13_9PUB.pdf,Oui,0.54,Rue / Route / Parking,EXEM,1
482,157772,3.21314,43.342729999999996,"03° 12' 47.29'' Est, 43° 20' 33.82'' Nord",34032,Place Gabriel Peri,,34500,BEZIERS,24/04/2020,En extérieur,R_SO9120_13_1PUB.pdf,Oui,0.78,Rue / Route / Parking,EXEM,1
483,157775,3.9115599999999997,43.66106,"03° 54' 41.62'' Est, 43° 39' 39.81'' Nord",34120,9 Place Frédéric Mistral,,34830,JACOU,23/04/2020,En extérieur,R_SO9120_13_8PUB.pdf,Oui,0.17,Rue / Route / Parking,EXEM,1
484,157816,3.9329300000000003,43.52823,"03° 55' 58.56'' Est, 43° 31' 41.61'' Nord",34192,Boulevard Marechal Joffre,,34250,PALAVAS-LES-FLOTS,23/04/2020,En extérieur,R_SO9120_13_14PUB.pdf,Oui,1.36,Rue / Route / Parking,EXEM,1
485,157859,3.8964300000000005,43.59888,"03° 53' 47.16'' Est, 43° 35' 55.96'' Nord",34172,1 Place Georges Freche,,34000,MONTPELLIER,23/04/2020,En extérieur,R_SO9120_13_7PUB.pdf,Oui,3.63,Rue / Route / Parking,EXEM,1
486,157876,3.7562699999999998,43.445809999999994,"03° 45' 22.58'' Est, 43° 26' 44.91'' Nord",34108,Place de l'Hôtel de Ville,,34110,FRONTIGNAN,24/04/2020,En extérieur,R_SO9120_13_5PUB.pdf,Oui,0.06,Rue / Route / Parking,EXEM,1
487,157944,3.6593699999999996,43.44679,"03° 39' 33.73'' Est, 43° 26' 48.44'' Nord",34039,1 Rue du port,,34140,BOUZIGUES,24/04/2020,En extérieur,R_SO9120_13_4PUB.pdf,Oui,0.05,Rue / Route / Parking,EXEM,1
488,157952,4.13277,43.67844,"04° 07' 57.97'' Est, 43° 40' 42.39'' Nord",34145,Avenue Victor Hugo,,34400,LUNEL,22/04/2020,En extérieur,R_SO9120_13_11PUB.pdf,Oui,0.62,Rue / Route / Parking,EXEM,1
489,157955,3.9536800000000003,43.5639,"03° 57' 13.26'' Est, 43° 33' 50.03'' Nord",34198,Place Carnot,,34470,PEROLS,23/04/2020,En extérieur,R_SO9120_13_13PUB.pdf,Oui,0.13,Rue / Route / Parking,EXEM,1
490,158173,4.07185,43.56462,"04° 04' 18.66'' Est, 43° 33' 52.63'' Nord",34344,275 Avenue de la Petite Motte,,34280,LA GRANDE-MOTTE,25/05/2020,En extérieur,R_SO9068_3_1PUB.pdf,Oui,0.21,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM,1
491,158229,3.87457,43.61993,"03° 52' 28.45'' Est, 43° 37' 11.75'' Nord",34172,1 Rue des Abeilles,,34090,MONTPELLIER,26/05/2020,En extérieur,R_SO9172_2_3PUB.pdf,Oui,3.05,Lieu d'habitation,EXEM,1
492,158279,3.75655,43.46378,"03° 45' 23.59'' Est, 43° 27' 49.59'' Nord",34108,49 Chemin Rural de la Bergerie,,34110,FRONTIGNAN,29/05/2020,En extérieur,R_SO8827_3_4PUB.pdf,Oui,0.6,Lieu d'habitation,EXEM,1
493,158301,3.0064599999999997,43.66725,"03° 00' 23.24'' Est, 43° 40' 02.10'' Nord",34235,Andabre,,34610,ROSIS,02/06/2020,En extérieur,R_SO9068_3_2PUB.pdf,Oui,0.11,Lieu d'habitation,EXEM,1
494,158597,3.0365599999999997,43.59467,"03° 02' 11.62'' Est, 43° 35' 40.83'' Nord",34083,Le Vernet,,34240,COMBES,01/06/2020,En extérieur,R_SO9170_1_1PUB.pdf,Oui,0.04,Rue / Route / Parking,EXEM,1
495,158601,3.0461099999999997,43.60272,"03° 02' 46.00'' Est, 43° 36' 09.78'' Nord",34083,Place de la Mairie,,34240,COMBES,01/06/2020,En extérieur,R_SO9170_1_2PUB.pdf,Oui,0.05,Rue / Route / Parking,EXEM,1
496,158608,3.05373,43.59877,"03° 03' 13.42'' Est, 43° 35' 55.57'' Nord",34083,Torteillan,,34240,COMBES,01/06/2020,En extérieur,R_SO9170_1_3PUB.pdf,Oui,0.1,Rue / Route / Parking,EXEM,1
497,158656,3.89341,43.589909999999996,"03° 53' 36.27'' Est, 43° 35' 23.68'' Nord",34172,125 Avenue de Palavas,,34070,MONTPELLIER,18/06/2020,En extérieur,R_SO9115_7_1PUB.pdf,Oui,0.84,Lieu d'habitation,EXEM,1
498,158675,3.8936699999999997,43.63698,"03° 53' 37.20'' Est, 43° 38' 13.11'' Nord",34057,51 Avenue Jean Jaurès,,34170,CASTELNAU-LE-LEZ,17/06/2020,En extérieur,R_SO9249_3_1PUB.pdf,Oui,0.55,Lieu d'habitation,EXEM,1
499,159157,3.72033,43.94135,"03° 43' 13.19'' Est, 43° 56' 28.85'' Nord",34111,25 Rue du Cers,,34190,GANGES,25/06/2020,En extérieur,R_SO9258_5_4PUB.pdf,Oui,0.75,Lieu d'habitation,EXEM,1
500,324,3.7583300000000004,43.58528,"03° 45' 30.00'' Est, 43° 35' 07.00'' Nord",34202,Ancien chemin du Murviel,Point B : chambre de la fille de Mr Esteve au 1er étage,34570,PIGNAN,07/11/2001,En intérieur,FicheMesure324.pdf,Oui,6.033711187485622,Lieu d'habitation,BUREAU VERITAS,0
501,512,2.96306,43.3475,"02° 57' 47.00'' Est, 43° 20' 51.00'' Nord",34226,Rue des Ecoles,Ecole Maternelle,34310,QUARANTE,03/04/2002,En intérieur,FicheMesure512.pdf,Oui,7.500664033393351,Lieu d'habitation,APAVE,0
502,544,3.03167,43.360279999999996,"03° 01' 54.00'' Est, 43° 21' 37.00'' Nord",34225,Chemin de Montfaucon,résidence de  Mme SOUTADE,34620,PUISSERGUIER,23/05/2002,En intérieur,FicheMesure544.pdf,Oui,6.679866294414996,Lieu d'habitation,APAVE,0
503,1116,3.2080599999999997,43.34861,"03° 12' 29.00'' Est, 43° 20' 55.00'' Nord",34032,15 Rue des Cygnes,Sur le palier du dernier étage.,34500,BEZIERS,20/02/2003,En intérieur,FicheMesure1116.pdf,Oui,7.897073914609102,Lieu d'habitation,CSTB - Saint Martin d'Heres,0
504,1117,3.25639,43.335,"03° 15' 23.00'' Est, 43° 20' 06.00'' Nord",34032,12 Boulevard Jean Bouin,"Sur le palier du seizième et dernier étage du 12, boulevard Jean Bouin.",34500,BEZIERS,20/02/2003,En intérieur,FicheMesure1117.pdf,Oui,7.031732608534723,Lieu d'habitation,CSTB - Saint Martin d'Heres,0
505,1494,3.8908300000000002,43.60778,"03° 53' 27.00'' Est, 43° 36' 28.00'' Nord",34172,50 Place Zeus,Dans le bureau de Mr Cotté au 6ème étage de l'Hôtel de Montpellier Agglomération,34000,MONTPELLIER,27/05/2003,En intérieur,FicheMesure1494.pdf,Oui,7.922889087580054,Lieu d'habitation,AEXPERTISE,0
506,1941,3.88889,43.60972,"03° 53' 20.00'' Est, 43° 36' 35.00'' Nord",34172,474 Rue Henry 2 de Montmorency,"Les différents points de mesure en large bande ont été réalisés à la demande de Mme Ducasse au 6° étage: bureau du délégué aux collectivités locales, bureau du responsable communication interne et  l'accueil/secrétariat ainsi que le bureau de Mr Guibert, Mr Albrecht au 5° étage.Les mesures spectrales ont été effectuées au point de champ maximum en large bande c'est à dire dans le bureau de Mr Albrecht au 5° étage.",34000,MONTPELLIER,06/02/2003,En intérieur,FicheMesure1941.pdf,Oui,6.039290052751414,Lieu d'habitation,BUREAU VERITAS,0
507,1957,3.8522199999999995,43.61861,"03° 51' 08.00'' Est, 43° 37' 07.00'' Nord",34172,257 Rue du Professeur Louis Ravas,"Les mesures en large bande ont été effectuées dans la cuisine, le salon, la chambre et le jardin de M.Cluzel ( maison N°4), ainsi que le balcon et le salon de M.Fournel. (maison N°3)",34080,MONTPELLIER,25/11/2002,En intérieur,FicheMesure1957.pdf,Oui,6.202016898479167,Lieu d'habitation,BUREAU VERITAS,0
508,1972,3.91028,43.62278,"03° 54' 37.00'' Est, 43° 37' 22.00'' Nord",34057,955 Chemin Mas du Rochet,Bâtiment B - 1° étage,34170,CASTELNAU-LE-LEZ,18/03/2003,En intérieur,FicheMesure1972.pdf,Oui,6.5379903369520935,Lieu d'habitation,AEXPERTISE,0
509,1998,3.95444,43.57444,"03° 57' 16.00'' Est, 43° 34' 28.00'' Nord",34198,Aéroport de Montpellier Méditérranée,,34470,PEROLS,22/04/2003,En intérieur,FicheMesure1998.pdf,Oui,7.24972602470742,Lieu d'habitation,AEXPERTISE,0
510,2363,3.8802800000000004,43.60944,"03° 52' 49.00'' Est, 43° 36' 34.00'' Nord",34172,9 Boulevard Sarrail,"Au 7ème et dernier étage, bureau façade est.",34000,MONTPELLIER,25/09/2003,En intérieur,FicheMesure2363.pdf,Oui,6.772624805549373,Lieu d'habitation,CSTB - Saint Martin d'Heres,0
511,2364,3.87972,43.60944,"03° 52' 47.00'' Est, 43° 36' 34.00'' Nord",34172,9 Boulevard Sarrail,"Au 7ème et dernier étage, salle de repos façade ouest.",34000,MONTPELLIER,25/09/2003,En intérieur,FicheMesure2364.pdf,Oui,7.821069246618523,Lieu d'habitation,CSTB - Saint Martin d'Heres,0
512,3262,3.47833,43.30778,"03° 28' 42.00'' Est, 43° 18' 28.00'' Nord",34003,2 Boulevard du Soleil,Dans le réfectoire de l'école A. Camus.,34300,AGDE,14/01/2004,En intérieur,FicheMesure3262.pdf,Oui,6.474254820519641,Lieu d'habitation,CSTB - Saint Martin d'Heres,0
513,3302,3.95667,43.58,"03° 57' 24.00'' Est, 43° 34' 48.00'' Nord",34154,Aéroport de Montpellier - secteur Fret,Des mesures large bande ont été réalisées dans les trois niveaux que comporte le bâtiment.,34130,MAUGUIO,29/08/2003,En intérieur,FicheMesure3302.pdf,Oui,7.6808834509756245,Lieu d'habitation,BUREAU VERITAS,0
514,3303,3.95583,43.57917,"03° 57' 21.00'' Est, 43° 34' 45.00'' Nord",34154,Aérogare Passagers,"Les mesures concernent l'aéroport de Montpellier, secteur passagers",34130,MAUGUIO,29/08/2003,En intérieur,FicheMesure3303.pdf,Oui,7.570572737891723,Lieu d'habitation,BUREAU VERITAS,0
515,4211,3.46944,43.31111,"03° 28' 10.00'' Est, 43° 18' 40.00'' Nord",34003,12 Place Gambetta,Ecole Notre Dame de la ville de AGDE.,34300,AGDE,14/01/2004,En intérieur,FicheMesure4211.pdf,Oui,7.667920738718878,Lieu d'habitation,BUREAU VERITAS,0
516,4665,3.8297199999999996,43.58556,"03° 49' 47.00'' Est, 43° 35' 08.00'' Nord",34270,Chemin du Terral,Domaine du TERRAL,34430,SAINT-JEAN-DE-VEDAS,17/06/2004,En intérieur,FicheMesure4665.pdf,Oui,7.505241601022138,Lieu d'habitation,APAVE,0
517,4666,3.8297199999999996,43.58556,"03° 49' 47.00'' Est, 43° 35' 08.00'' Nord",34270,Chemin du Terral,Domaine du TERRAL,34430,SAINT-JEAN-DE-VEDAS,17/06/2004,En intérieur,FicheMesure4666.pdf,Oui,6.46784876577593,Lieu d'habitation,APAVE,0
518,4667,3.8297199999999996,43.58556,"03° 49' 47.00'' Est, 43° 35' 08.00'' Nord",34270,Chemin du Terral,Domaine du TERRAL,34430,SAINT-JEAN-DE-VEDAS,17/06/2004,En intérieur,FicheMesure4667.pdf,Oui,7.225332731554778,Lieu d'habitation,APAVE,0
